2021-11-17 15:01:25,898 Log in chosen
2021-11-17 15:04:41,991 Log in chosen
2021-11-17 15:04:57,512 Sign up chosen
2021-11-17 15:05:09,282 Quit
2021-11-17 15:06:26,400 Sign up chosen
2021-11-17 15:06:45,350 Log in chosen
2021-11-17 15:31:29,946 Log in chosen
2021-11-17 15:31:58,200 Quit
2021-11-17 15:32:14,982 Log in chosen
2021-11-17 15:32:26,521 Log in chosen
2021-11-17 15:49:05,816 Log in chosen
2021-11-17 15:49:24,775 Log in chosen
2021-11-17 15:49:39,905 Quit
